N1,N2,N3,N4,N5,Star1,Star2,Probability
6,28,40,42,47,1,8,0.000200
2,5,14,29,47,5,11,0.000200
9,26,37,40,50,6,9,0.000200
2,25,44,45,46,3,8,0.000200
13,18,20,32,43,3,4,0.000200
4,23,29,43,50,1,5,0.000200
15,18,23,24,29,6,8,0.000200
9,10,12,26,32,2,4,0.000200
1,9,29,40,50,5,6,0.000200
4,12,14,17,44,1,5,0.000200
5,6,18,20,32,4,11,0.000200
2,6,22,33,50,9,12,0.000200
6,16,25,32,45,5,7,0.000200
5,15,23,39,49,1,9,0.000200
2,24,26,39,40,8,10,0.000200
1,4,18,34,36,5,11,0.000200
19,21,31,35,44,4,8,0.000200
6,36,37,39,47,2,4,0.000200
24,34,40,45,47,1,5,0.000200
9,15,22,43,49,5,7,0.000200
2,10,23,36,43,5,11,0.000200
31,33,37,48,49,1,8,0.000200
9,24,28,34,36,2,5,0.000200
9,13,19,39,41,1,12,0.000200
23,26,29,37,38,4,8,0.000200
7,17,19,34,38,6,11,0.000200
2,27,32,38,46,11,12,0.000200
11,23,24,25,33,6,7,0.000200
1,5,7,44,45,3,8,0.000200
16,25,33,35,37,4,8,0.000200
2,6,27,29,50,3,6,0.000200
14,21,26,49,50,7,12,0.000200
5,20,24,34,37,1,6,0.000200
6,10,35,43,50,4,5,0.000200
1,4,7,25,33,4,7,0.000200
18,19,30,33,34,10,11,0.000200
1,17,20,23,27,3,4,0.000200
8,12,14,19,23,3,11,0.000200
5,8,13,35,46,6,11,0.000200
5,12,18,27,45,2,9,0.000200
15,17,19,20,21,4,9,0.000200
3,10,30,32,47,9,10,0.000200
6,7,11,31,46,11,12,0.000200
3,10,17,21,35,7,11,0.000200
3,31,40,41,44,7,10,0.000200
8,11,17,21,50,2,5,0.000200
1,17,23,25,28,8,9,0.000200
7,12,26,42,49,6,8,0.000200
15,18,31,32,41,2,5,0.000200
10,11,36,43,45,1,7,0.000200
1,10,31,44,45,3,9,0.000200
2,21,27,29,46,7,8,0.000200
15,43,45,46,47,7,9,0.000200
7,12,13,14,16,4,5,0.000200
1,10,29,39,42,9,10,0.000200
5,21,26,29,48,4,12,0.000200
5,9,28,35,48,2,3,0.000200
9,10,17,21,25,6,11,0.000200
1,10,12,23,48,4,9,0.000200
12,26,32,41,48,2,8,0.000200
10,31,35,41,44,1,5,0.000200
3,11,13,21,36,2,10,0.000200
11,22,24,29,35,1,6,0.000200
3,7,41,43,50,3,11,0.000200
8,15,39,40,42,6,9,0.000200
5,13,15,21,40,4,12,0.000200
4,24,25,45,46,3,4,0.000200
2,6,20,25,34,2,6,0.000200
3,26,30,36,48,9,11,0.000200
1,4,21,40,48,1,7,0.000200
7,18,32,39,43,6,8,0.000200
7,10,11,16,46,6,10,0.000200
17,32,37,38,43,3,8,0.000200
3,13,17,27,31,5,6,0.000200
2,9,14,33,46,9,10,0.000200
14,18,25,35,49,2,9,0.000200
3,22,29,40,44,3,5,0.000200
5,16,32,43,49,6,9,0.000200
13,18,44,46,47,8,11,0.000200
3,31,46,48,50,3,8,0.000200
2,26,28,29,42,2,11,0.000200
4,16,33,34,49,3,5,0.000200
1,5,17,19,47,8,9,0.000200
4,17,28,41,44,5,11,0.000200
3,12,17,22,23,1,7,0.000200
9,10,15,25,36,1,9,0.000200
7,18,27,41,44,9,11,0.000200
17,29,31,33,44,8,10,0.000200
15,17,21,29,48,6,9,0.000200
29,33,42,44,48,6,9,0.000200
11,18,21,26,46,5,8,0.000200
4,7,14,44,48,6,8,0.000200
5,26,29,33,37,2,7,0.000200
5,9,18,28,46,1,2,0.000200
14,22,23,32,40,2,12,0.000200
10,17,29,30,33,5,6,0.000200
4,13,16,27,29,2,3,0.000200
9,18,24,25,39,3,8,0.000200
4,22,38,43,49,4,10,0.000200
5,8,16,18,47,3,8,0.000200
16,18,21,42,48,2,11,0.000200
1,19,25,40,43,7,9,0.000200
11,18,26,42,49,4,10,0.000200
5,11,14,26,48,7,11,0.000200
11,14,29,38,43,1,9,0.000200
13,19,21,25,36,1,11,0.000200
10,19,32,44,48,4,9,0.000200
11,20,25,28,35,4,7,0.000200
2,21,33,45,48,2,4,0.000200
27,33,37,46,50,1,2,0.000200
8,14,26,29,37,4,6,0.000200
2,10,16,36,38,5,7,0.000200
8,24,28,45,48,6,8,0.000200
3,8,16,23,49,4,11,0.000200
9,18,28,32,47,3,5,0.000200
8,20,44,48,50,4,5,0.000200
17,21,23,36,47,2,11,0.000200
7,9,24,25,33,2,7,0.000200
4,9,20,27,30,1,10,0.000200
2,11,15,43,48,9,10,0.000200
6,13,31,44,45,8,9,0.000200
14,15,19,20,22,1,10,0.000200
10,11,27,29,50,3,8,0.000200
4,5,12,27,42,3,10,0.000200
14,25,26,27,38,2,7,0.000200
15,18,24,32,35,4,5,0.000200
1,26,31,42,44,7,9,0.000200
15,16,31,37,45,1,7,0.000200
2,17,35,40,42,4,8,0.000200
4,7,10,23,43,4,7,0.000200
8,13,31,43,46,2,5,0.000200
2,14,22,38,42,3,7,0.000200
4,15,34,35,39,4,7,0.000200
11,13,20,36,49,1,2,0.000200
2,28,31,41,42,6,11,0.000200
11,32,35,43,48,1,2,0.000200
11,26,39,40,50,8,11,0.000200
8,20,24,25,31,1,8,0.000200
14,32,37,48,49,1,2,0.000200
6,25,33,43,48,3,12,0.000200
16,27,43,46,49,1,3,0.000200
14,17,19,22,25,3,4,0.000200
8,13,19,25,31,6,9,0.000200
11,19,26,30,31,5,11,0.000200
1,2,7,28,31,1,2,0.000200
2,8,10,11,17,2,3,0.000200
4,34,38,47,50,4,11,0.000200
35,38,42,45,49,3,4,0.000200
12,24,44,47,50,6,7,0.000200
9,20,24,41,49,1,4,0.000200
9,12,13,40,50,5,11,0.000200
13,19,27,28,37,1,11,0.000200
16,20,26,28,35,4,6,0.000200
4,12,17,29,46,4,6,0.000200
9,12,27,34,39,5,8,0.000200
9,10,14,24,34,7,10,0.000200
8,11,20,33,35,6,8,0.000200
5,6,10,16,20,3,10,0.000200
3,14,24,28,29,6,8,0.000200
4,14,15,20,31,3,11,0.000200
2,9,16,39,46,8,12,0.000200
3,4,14,40,48,2,7,0.000200
5,19,32,38,39,1,7,0.000200
15,21,23,38,48,3,10,0.000200
14,16,19,20,23,2,9,0.000200
1,4,5,16,49,2,6,0.000200
1,8,24,32,44,3,8,0.000200
18,19,26,42,43,1,10,0.000200
4,32,39,41,43,1,7,0.000200
2,21,26,36,46,3,8,0.000200
6,41,44,45,46,4,8,0.000200
4,14,21,43,45,2,9,0.000200
5,25,48,49,50,3,6,0.000200
6,7,15,20,43,6,8,0.000200
2,15,32,41,43,1,6,0.000200
4,11,32,34,44,8,10,0.000200
14,17,24,31,38,7,8,0.000200
5,13,34,37,40,4,8,0.000200
2,25,40,42,49,2,11,0.000200
3,21,27,36,39,7,11,0.000200
6,19,20,25,30,6,7,0.000200
15,23,25,27,45,5,10,0.000200
16,21,26,35,49,6,7,0.000200
16,24,25,28,50,2,5,0.000200
6,21,27,30,46,1,3,0.000200
2,6,16,17,29,2,3,0.000200
13,23,27,37,43,4,6,0.000200
8,9,11,23,49,3,10,0.000200
7,20,21,30,32,2,12,0.000200
8,12,17,30,49,1,3,0.000200
10,11,16,22,44,3,11,0.000200
4,7,17,44,50,9,11,0.000200
1,7,15,23,46,8,9,0.000200
21,22,27,42,44,2,6,0.000200
12,28,37,39,50,5,12,0.000200
4,19,20,36,49,4,6,0.000200
11,22,27,30,43,1,8,0.000200
10,28,34,41,45,6,9,0.000200
16,29,32,38,47,6,9,0.000200
1,32,35,39,42,9,10,0.000200
13,33,42,45,49,2,7,0.000200
7,14,16,27,36,10,11,0.000200
18,25,27,34,50,3,10,0.000200
7,8,9,12,19,5,10,0.000200
5,7,8,10,13,1,7,0.000200
26,35,42,49,50,7,9,0.000200
4,17,23,41,45,3,7,0.000200
20,24,36,41,46,1,11,0.000200
4,12,14,22,46,7,9,0.000200
17,30,35,38,44,6,8,0.000200
4,15,20,26,27,3,8,0.000200
1,2,14,15,31,4,7,0.000200
2,7,41,45,49,8,9,0.000200
6,11,30,46,50,3,9,0.000200
11,23,41,44,48,9,11,0.000200
10,18,23,34,49,2,6,0.000200
14,17,21,45,47,3,4,0.000200
9,19,21,24,44,3,4,0.000200
12,20,26,37,43,4,9,0.000200
10,16,28,30,32,5,11,0.000200
13,16,28,43,46,2,6,0.000200
32,33,40,43,48,1,3,0.000200
17,19,31,40,42,3,9,0.000200
12,15,19,23,28,3,5,0.000200
4,17,18,25,38,2,7,0.000200
13,18,28,31,42,4,12,0.000200
9,14,15,18,38,1,3,0.000200
9,13,21,27,36,7,10,0.000200
22,36,46,47,50,4,5,0.000200
7,15,21,43,48,2,9,0.000200
5,20,31,32,34,7,10,0.000200
4,23,41,49,50,8,9,0.000200
6,11,34,42,50,1,6,0.000200
6,15,17,22,42,7,12,0.000200
3,13,27,36,42,5,6,0.000200
6,8,14,17,43,4,8,0.000200
2,12,13,27,32,2,5,0.000200
5,7,13,14,42,2,6,0.000200
6,7,16,28,44,8,9,0.000200
15,24,33,41,43,2,9,0.000200
12,14,23,34,39,3,6,0.000200
18,19,33,40,44,3,8,0.000200
7,16,18,45,46,6,10,0.000200
9,13,28,32,47,7,9,0.000200
3,6,8,35,49,9,12,0.000200
2,10,26,34,39,7,11,0.000200
22,25,34,40,46,5,10,0.000200
7,19,23,38,49,1,2,0.000200
1,7,13,32,33,6,7,0.000200
15,17,20,28,34,1,6,0.000200
16,17,28,39,42,4,9,0.000200
7,15,18,22,36,1,2,0.000200
20,23,32,33,42,1,6,0.000200
12,27,32,37,46,2,4,0.000200
4,11,16,34,36,2,3,0.000200
18,21,23,26,49,2,11,0.000200
4,21,26,32,47,3,9,0.000200
5,14,23,25,34,1,4,0.000200
13,18,31,38,39,4,8,0.000200
7,9,12,20,42,2,11,0.000200
4,6,32,33,44,1,11,0.000200
6,17,38,42,43,8,12,0.000200
11,20,25,27,32,2,9,0.000200
5,8,27,33,44,8,12,0.000200
12,14,16,25,43,6,9,0.000200
1,8,14,35,40,6,10,0.000200
20,24,25,33,44,8,11,0.000200
11,16,20,26,44,2,6,0.000200
4,24,30,33,35,5,6,0.000200
4,5,26,27,48,4,7,0.000200
7,9,12,29,35,3,9,0.000200
23,24,28,34,38,1,7,0.000200
6,14,23,39,48,3,12,0.000200
13,15,28,29,49,4,8,0.000200
1,26,30,47,48,6,12,0.000200
1,4,22,32,42,5,10,0.000200
1,4,33,44,49,8,10,0.000200
2,3,6,36,50,5,6,0.000200
9,18,28,29,47,2,9,0.000200
10,12,17,26,37,4,8,0.000200
12,13,28,31,43,3,11,0.000200
1,15,26,28,48,1,8,0.000200
7,15,18,19,49,6,7,0.000200
3,7,30,37,47,6,7,0.000200
3,29,33,36,44,1,10,0.000200
11,25,32,34,43,6,11,0.000200
3,28,29,33,50,7,11,0.000200
21,32,38,42,47,2,3,0.000200
10,17,27,32,45,2,11,0.000200
1,33,35,46,47,7,10,0.000200
6,16,20,21,46,2,5,0.000200
3,12,21,34,47,5,9,0.000200
14,20,23,45,48,1,3,0.000200
9,13,23,26,28,10,12,0.000200
1,13,25,27,34,2,3,0.000200
15,17,30,41,45,5,9,0.000200
2,17,24,44,48,3,5,0.000200
13,23,26,28,49,1,6,0.000200
4,25,29,40,45,1,3,0.000200
3,5,11,23,45,3,11,0.000200
14,19,23,30,43,1,11,0.000200
13,19,23,45,47,4,8,0.000200
7,17,21,29,36,1,9,0.000200
6,10,17,26,33,2,5,0.000200
13,20,37,43,50,2,8,0.000200
13,17,30,34,38,1,6,0.000200
12,17,21,28,45,5,8,0.000200
5,26,39,40,43,5,6,0.000200
6,26,31,36,42,4,7,0.000200
3,7,13,14,39,2,8,0.000200
7,26,33,38,48,2,5,0.000200
13,17,20,35,44,5,10,0.000200
4,5,20,22,31,8,9,0.000200
3,11,13,19,30,5,6,0.000200
4,11,13,25,40,6,9,0.000200
23,32,34,41,48,4,6,0.000200
14,15,26,29,42,1,6,0.000200
4,29,31,46,47,4,8,0.000200
21,25,29,43,49,5,10,0.000200
9,10,15,29,46,8,11,0.000200
6,34,45,47,50,2,3,0.000200
3,18,30,33,50,4,7,0.000200
1,9,23,34,38,4,11,0.000200
2,7,10,11,42,2,3,0.000200
5,9,27,45,50,3,12,0.000200
4,5,15,42,43,6,9,0.000200
1,21,30,32,50,6,11,0.000200
4,8,10,12,24,4,12,0.000200
5,15,26,37,40,3,6,0.000200
4,8,17,34,38,1,11,0.000200
25,29,30,37,44,2,7,0.000200
7,10,11,32,37,3,9,0.000200
5,21,27,43,48,2,10,0.000200
16,19,27,28,46,3,6,0.000200
7,12,13,16,48,8,10,0.000200
3,9,10,42,43,2,3,0.000200
10,11,19,44,45,2,10,0.000200
4,7,14,36,46,2,3,0.000200
27,30,43,48,50,7,9,0.000200
7,21,39,42,45,2,8,0.000200
5,7,12,18,39,4,8,0.000200
9,32,35,36,50,8,10,0.000200
18,28,30,34,40,10,12,0.000200
3,16,23,33,34,5,7,0.000200
11,12,24,31,39,1,4,0.000200
6,7,28,32,49,7,8,0.000200
12,14,23,30,50,2,9,0.000200
19,26,38,43,48,10,11,0.000200
5,21,30,41,49,11,12,0.000200
4,6,20,26,46,1,8,0.000200
28,29,34,43,46,4,9,0.000200
5,12,33,39,41,11,12,0.000200
3,18,22,28,39,2,9,0.000200
6,16,35,39,45,5,11,0.000200
5,6,15,17,35,3,9,0.000200
6,16,19,23,42,7,11,0.000200
2,28,32,35,42,2,12,0.000200
16,17,23,24,49,1,9,0.000200
5,34,35,41,46,3,8,0.000200
1,4,6,33,35,3,8,0.000200
8,10,11,30,32,6,11,0.000200
4,9,37,38,49,1,11,0.000200
21,22,27,32,45,2,4,0.000200
13,23,29,33,47,3,11,0.000200
2,12,24,34,41,5,9,0.000200
1,14,21,24,47,5,11,0.000200
3,16,20,23,43,3,9,0.000200
8,11,13,40,43,1,3,0.000200
13,15,16,26,42,3,9,0.000200
5,18,26,31,38,4,7,0.000200
3,9,11,28,32,2,10,0.000200
6,7,34,37,39,5,12,0.000200
1,7,25,26,32,1,3,0.000200
7,28,31,47,50,4,9,0.000200
2,3,18,24,25,1,11,0.000200
1,10,15,26,35,6,7,0.000200
13,21,25,32,46,2,9,0.000200
22,34,35,38,46,3,5,0.000200
35,39,42,44,46,5,7,0.000200
15,21,25,36,44,1,7,0.000200
1,5,20,27,47,10,12,0.000200
18,21,38,46,50,1,12,0.000200
13,16,27,30,35,2,4,0.000200
19,22,27,35,47,8,10,0.000200
7,19,25,41,48,3,5,0.000200
10,17,30,36,48,2,9,0.000200
2,6,22,28,43,4,10,0.000200
13,17,22,27,49,6,9,0.000200
20,38,39,42,49,1,6,0.000200
22,32,40,49,50,2,8,0.000200
1,13,21,25,47,1,2,0.000200
9,10,24,40,48,1,9,0.000200
10,22,31,35,44,6,11,0.000200
8,10,36,39,45,2,3,0.000200
17,23,35,39,41,2,8,0.000200
3,6,13,14,44,5,9,0.000200
2,19,25,43,49,5,7,0.000200
8,17,38,44,50,3,9,0.000200
9,18,27,32,33,7,9,0.000200
4,16,24,41,47,2,9,0.000200
10,11,12,18,41,6,10,0.000200
6,18,27,36,44,8,11,0.000200
8,13,27,33,38,9,10,0.000200
8,25,27,30,44,4,6,0.000200
2,14,28,36,38,4,8,0.000200
5,29,33,38,43,1,2,0.000200
9,44,45,46,48,6,8,0.000200
9,13,25,44,45,7,8,0.000200
13,19,24,25,43,6,10,0.000200
5,8,32,46,47,4,8,0.000200
14,20,24,37,41,1,9,0.000200
12,16,32,34,42,3,7,0.000200
11,30,34,38,46,8,9,0.000200
9,18,23,28,34,8,12,0.000200
12,15,23,25,41,3,7,0.000200
5,20,21,39,41,3,12,0.000200
17,19,33,47,48,4,5,0.000200
18,29,35,45,46,1,9,0.000200
23,26,44,45,50,1,5,0.000200
19,32,34,35,41,5,12,0.000200
1,11,18,37,50,1,4,0.000200
6,9,13,26,32,8,9,0.000200
16,18,35,45,46,2,9,0.000200
20,23,24,38,46,3,8,0.000200
12,21,27,36,39,1,9,0.000200
2,16,26,32,40,3,5,0.000200
20,31,35,40,41,1,11,0.000200
39,40,42,46,50,2,4,0.000200
12,13,21,30,45,2,5,0.000200
7,9,33,39,43,2,10,0.000200
4,23,32,39,40,1,6,0.000200
1,3,18,33,47,8,10,0.000200
13,24,30,40,44,2,9,0.000200
15,27,28,30,33,8,9,0.000200
5,8,11,18,23,2,11,0.000200
5,16,24,25,43,2,3,0.000200
10,18,42,45,46,3,11,0.000200
25,31,32,33,49,6,7,0.000200
5,6,21,23,40,1,3,0.000200
3,12,15,28,40,8,9,0.000200
31,36,39,44,50,2,5,0.000200
26,27,34,40,50,2,11,0.000200
1,17,20,26,50,7,8,0.000200
1,11,25,37,47,2,10,0.000200
2,7,40,43,45,4,8,0.000200
20,29,35,44,45,1,7,0.000200
21,24,31,33,47,1,6,0.000200
1,24,30,38,43,8,12,0.000200
5,16,18,24,34,3,5,0.000200
2,23,24,39,40,1,8,0.000200
4,35,42,44,45,9,11,0.000200
9,10,15,35,40,6,11,0.000200
18,20,21,23,48,1,6,0.000200
8,19,44,49,50,2,11,0.000200
1,3,39,42,48,7,9,0.000200
1,13,35,40,47,4,5,0.000200
8,12,38,39,50,4,10,0.000200
4,9,15,20,22,1,7,0.000200
8,9,25,36,40,11,12,0.000200
3,17,20,36,43,3,10,0.000200
4,28,36,37,49,5,10,0.000200
3,5,6,17,34,2,9,0.000200
5,16,18,20,48,3,6,0.000200
3,18,24,42,47,6,9,0.000200
15,16,27,30,44,4,9,0.000200
5,30,34,41,46,7,9,0.000200
10,14,34,36,38,2,10,0.000200
7,17,19,42,45,4,7,0.000200
5,10,29,32,47,3,5,0.000200
26,27,30,35,37,2,6,0.000200
6,24,31,35,38,4,12,0.000200
4,7,10,15,30,6,7,0.000200
1,15,28,42,44,8,11,0.000200
15,24,27,45,50,9,10,0.000200
7,15,17,42,48,4,7,0.000200
2,3,8,10,12,2,12,0.000200
3,4,7,13,31,10,12,0.000200
20,24,27,37,47,10,12,0.000200
16,17,24,32,46,3,7,0.000200
14,15,16,31,38,10,11,0.000200
3,5,11,38,46,5,7,0.000200
23,26,28,30,44,2,6,0.000200
3,6,12,28,35,3,6,0.000200
23,25,40,41,50,7,9,0.000200
8,12,26,27,31,2,5,0.000200
11,13,18,35,46,2,5,0.000200
7,20,42,43,45,1,6,0.000200
4,11,33,40,49,3,9,0.000200
11,19,36,45,46,7,8,0.000200
1,31,34,40,46,2,7,0.000200
3,22,28,45,46,2,5,0.000200
11,20,22,41,50,1,6,0.000200
4,11,18,29,31,3,10,0.000200
1,3,11,31,43,2,4,0.000200
17,29,34,44,49,7,9,0.000200
4,12,18,26,35,1,3,0.000200
10,25,28,36,39,5,7,0.000200
1,17,18,19,25,1,4,0.000200
2,19,23,28,32,2,7,0.000200
5,19,22,27,28,8,11,0.000200
20,21,25,38,48,9,12,0.000200
3,27,34,35,36,5,11,0.000200
4,7,17,19,36,2,6,0.000200
6,13,15,26,43,3,5,0.000200
1,2,38,42,45,6,8,0.000200
14,20,22,37,38,6,7,0.000200
3,9,13,14,25,4,10,0.000200
4,20,32,34,44,3,7,0.000200
5,10,19,29,48,9,12,0.000200
3,5,19,21,46,6,9,0.000200
1,8,12,22,26,2,7,0.000200
2,14,20,39,42,4,8,0.000200
4,7,12,35,48,7,12,0.000200
21,35,36,37,47,3,5,0.000200
1,4,5,42,49,8,11,0.000200
2,7,16,20,36,4,11,0.000200
21,26,32,47,48,1,10,0.000200
16,24,30,45,47,9,11,0.000200
14,26,29,34,49,1,3,0.000200
17,29,39,43,46,6,7,0.000200
1,5,12,27,38,1,5,0.000200
6,20,26,35,43,1,8,0.000200
5,13,19,41,42,7,9,0.000200
11,16,40,42,45,2,11,0.000200
3,10,19,34,48,3,7,0.000200
17,33,37,39,44,8,12,0.000200
3,8,18,28,49,1,2,0.000200
13,27,29,43,48,4,8,0.000200
7,14,19,20,31,3,11,0.000200
12,19,31,32,36,3,4,0.000200
2,4,9,11,12,5,7,0.000200
3,7,11,17,27,1,10,0.000200
1,10,18,31,44,3,5,0.000200
10,15,18,33,35,2,7,0.000200
2,5,21,28,50,6,9,0.000200
4,7,25,34,49,2,3,0.000200
21,24,40,41,43,1,10,0.000200
20,23,24,29,48,3,6,0.000200
19,25,29,35,42,7,11,0.000200
11,21,32,34,38,2,4,0.000200
23,28,32,38,44,7,10,0.000200
20,24,25,32,40,1,2,0.000200
7,9,32,34,47,1,9,0.000200
12,18,28,31,44,9,10,0.000200
12,16,22,42,45,7,9,0.000200
4,18,21,24,46,9,10,0.000200
10,29,30,36,37,7,12,0.000200
13,23,33,35,41,2,7,0.000200
4,6,13,19,32,7,11,0.000200
9,14,21,23,40,1,8,0.000200
7,27,28,33,35,1,6,0.000200
1,13,28,33,40,5,7,0.000200
10,15,29,31,33,2,9,0.000200
9,33,44,45,47,6,11,0.000200
3,4,37,43,45,8,11,0.000200
7,13,16,17,23,5,9,0.000200
8,10,25,29,35,6,11,0.000200
2,36,38,47,50,1,9,0.000200
10,12,44,45,47,2,4,0.000200
1,6,10,11,26,2,7,0.000200
22,24,38,42,43,5,7,0.000200
27,29,43,45,49,2,4,0.000200
3,12,14,15,21,1,10,0.000200
11,12,15,31,41,5,7,0.000200
6,9,10,26,50,1,6,0.000200
10,16,17,23,30,3,11,0.000200
11,17,19,33,40,3,9,0.000200
10,44,45,46,50,2,7,0.000200
19,32,40,44,47,3,8,0.000200
17,29,34,45,47,5,7,0.000200
9,10,16,26,39,1,11,0.000200
11,16,18,22,45,7,9,0.000200
11,27,34,35,50,8,10,0.000200
2,4,26,27,31,1,9,0.000200
10,19,24,31,37,4,8,0.000200
9,22,39,48,49,7,10,0.000200
19,20,21,28,29,2,9,0.000200
1,2,7,11,41,2,10,0.000200
3,12,39,42,44,2,3,0.000200
1,7,11,22,44,8,9,0.000200
6,12,14,26,49,5,8,0.000200
19,35,40,42,48,5,7,0.000200
2,13,28,30,43,3,8,0.000200
5,32,41,42,43,6,9,0.000200
2,8,18,25,35,8,12,0.000200
1,12,15,24,27,8,11,0.000200
8,11,14,15,27,5,10,0.000200
26,27,32,46,50,1,6,0.000200
7,9,29,39,40,9,11,0.000200
4,22,44,47,49,8,10,0.000200
17,21,25,38,50,10,11,0.000200
